dimensions,width,height
"(225, 225)",225,225
"(301, 168)",301,168
"(264, 191)",264,191
"(183, 275)",183,275
"(400, 300)",400,300
"(600, 415)",600,415
"(225, 225)",225,225
"(1600, 1156)",1600,1156
"(350, 622)",350,622
"(275, 183)",275,183
"(225, 225)",225,225
"(512, 512)",512,512
"(194, 259)",194,259
"(275, 183)",275,183
"(800, 450)",800,450
"(196, 258)",196,258
"(194, 259)",194,259
"(1000, 1333)",1000,1333
"(299, 168)",299,168
"(450, 300)",450,300
"(828, 466)",828,466
"(1200, 1200)",1200,1200
"(510, 340)",510,340
"(500, 666)",500,666
"(225, 225)",225,225
"(275, 183)",275,183
"(171, 295)",171,295
"(281, 179)",281,179
"(275, 183)",275,183
"(1017, 490)",1017,490
"(300, 168)",300,168
"(1600, 370)",1600,370
"(730, 913)",730,913
"(446, 794)",446,794
"(275, 183)",275,183
"(300, 168)",300,168
"(225, 225)",225,225
"(183, 276)",183,276
"(275, 183)",275,183
"(576, 720)",576,720
"(225, 225)",225,225
"(510, 340)",510,340
"(300, 168)",300,168
"(389, 129)",389,129
"(275, 183)",275,183
"(168, 300)",168,300
"(225, 225)",225,225
"(225, 225)",225,225
"(284, 177)",284,177
"(612, 612)",612,612
"(1237, 1390)",1237,1390
"(170, 297)",170,297
"(1000, 717)",1000,717
"(1024, 683)",1024,683
"(300, 168)",300,168
"(318, 159)",318,159
"(258, 195)",258,195
"(183, 275)",183,275
"(259, 194)",259,194
"(600, 1034)",600,1034
"(1024, 575)",1024,575
"(275, 183)",275,183
"(1501, 501)",1501,501
"(225, 225)",225,225
"(264, 191)",264,191
"(258, 196)",258,196
"(208, 242)",208,242
"(1023, 682)",1023,682
"(190, 266)",190,266
"(510, 340)",510,340
"(275, 183)",275,183
"(249, 202)",249,202
"(206, 245)",206,245
"(2813, 4032)",2813,4032
"(367, 137)",367,137
"(275, 183)",275,183
"(276, 183)",276,183
"(300, 168)",300,168
"(612, 612)",612,612
"(275, 183)",275,183
"(225, 225)",225,225
"(313, 200)",313,200
"(1024, 1024)",1024,1024
"(225, 225)",225,225
"(272, 185)",272,185
"(271, 186)",271,186
"(319, 158)",319,158
"(249, 202)",249,202
"(275, 183)",275,183
"(800, 800)",800,800
"(275, 183)",275,183
"(168, 300)",168,300
"(182, 277)",182,277
"(183, 275)",183,275
"(1920, 1080)",1920,1080
"(1000, 667)",1000,667
"(510, 340)",510,340
"(183, 276)",183,276
"(1000, 1499)",1000,1499
"(284, 177)",284,177
"(536, 536)",536,536
"(640, 427)",640,427
"(168, 300)",168,300
"(1200, 675)",1200,675
"(216, 233)",216,233
"(640, 425)",640,425
"(194, 260)",194,260
"(269, 187)",269,187
"(1000, 1333)",1000,1333
"(225, 225)",225,225
"(275, 183)",275,183
"(191, 264)",191,264
"(258, 195)",258,195
"(1600, 1136)",1600,1136
"(203, 248)",203,248
"(225, 225)",225,225
"(329, 153)",329,153
"(225, 224)",225,224
"(191, 264)",191,264
"(1171, 1390)",1171,1390
"(225, 225)",225,225
"(1000, 1333)",1000,1333
"(275, 183)",275,183
"(600, 600)",600,600
"(201, 251)",201,251
"(509, 339)",509,339
"(275, 183)",275,183
"(183, 275)",183,275
"(261, 193)",261,193
"(225, 225)",225,225
"(1200, 670)",1200,670
"(630, 428)",630,428
"(225, 225)",225,225
"(736, 1308)",736,1308
"(3692, 2462)",3692,2462
"(214, 235)",214,235
"(390, 280)",390,280
"(212, 237)",212,237
"(1200, 675)",1200,675
"(275, 183)",275,183
"(550, 550)",550,550
"(194, 259)",194,259
"(201, 251)",201,251
"(225, 225)",225,225
"(275, 183)",275,183
"(225, 225)",225,225
"(1000, 1333)",1000,1333
"(1200, 800)",1200,800
"(259, 194)",259,194
"(338, 601)",338,601
"(2304, 1536)",2304,1536
"(284, 178)",284,178
"(225, 225)",225,225
"(168, 300)",168,300
"(284, 177)",284,177
"(275, 183)",275,183
"(236, 419)",236,419
"(201, 251)",201,251
"(1500, 1090)",1500,1090
"(266, 190)",266,190
"(183, 275)",183,275
"(275, 183)",275,183
"(290, 174)",290,174
"(183, 275)",183,275
"(276, 183)",276,183
"(284, 177)",284,177
"(390, 280)",390,280
"(612, 408)",612,408
"(540, 360)",540,360
"(186, 272)",186,272
"(666, 500)",666,500
"(1000, 1250)",1000,1250
"(168, 300)",168,300
"(867, 1390)",867,1390
"(800, 800)",800,800
"(217, 232)",217,232
"(225, 225)",225,225
"(284, 177)",284,177
"(300, 168)",300,168
"(225, 225)",225,225
"(188, 269)",188,269
"(285, 177)",285,177
"(276, 183)",276,183
"(176, 286)",176,286
"(466, 466)",466,466
"(284, 177)",284,177
"(194, 259)",194,259
"(200, 356)",200,356
"(275, 183)",275,183
"(216, 233)",216,233
"(225, 225)",225,225
"(519, 340)",519,340
"(258, 195)",258,195
"(220, 229)",220,229
"(267, 189)",267,189
"(1024, 655)",1024,655
"(195, 259)",195,259
"(850, 850)",850,850
"(540, 360)",540,360
"(300, 168)",300,168
"(225, 225)",225,225
"(225, 225)",225,225
"(452, 280)",452,280
"(612, 368)",612,368
"(1200, 900)",1200,900
"(510, 340)",510,340
"(1200, 2440)",1200,2440
"(275, 183)",275,183
"(169, 298)",169,298
"(225, 225)",225,225
"(250, 202)",250,202
"(300, 168)",300,168
"(168, 300)",168,300
"(247, 204)",247,204
"(510, 340)",510,340
"(800, 533)",800,533
"(224, 224)",224,224
"(303, 166)",303,166
"(283, 178)",283,178
"(275, 183)",275,183
"(284, 177)",284,177
"(275, 183)",275,183
"(311, 162)",311,162
"(299, 168)",299,168
"(225, 225)",225,225
"(557, 557)",557,557
"(275, 184)",275,184
"(183, 275)",183,275
"(225, 225)",225,225
"(800, 450)",800,450
"(275, 183)",275,183
"(194, 259)",194,259
"(275, 183)",275,183
"(275, 183)",275,183
"(347, 280)",347,280
"(462, 280)",462,280
"(297, 170)",297,170
"(260, 280)",260,280
"(390, 280)",390,280
"(265, 190)",265,190
"(684, 280)",684,280
"(183, 275)",183,275
"(183, 275)",183,275
"(284, 177)",284,177
"(951, 1390)",951,1390
"(289, 175)",289,175
"(218, 231)",218,231
"(300, 168)",300,168
"(285, 177)",285,177
"(313, 200)",313,200
"(450, 469)",450,469
"(259, 194)",259,194
"(500, 500)",500,500
"(183, 275)",183,275
"(415, 260)",415,260
"(276, 183)",276,183
"(280, 180)",280,180
"(168, 299)",168,299
"(246, 205)",246,205
"(1000, 667)",1000,667
"(247, 204)",247,204
"(181, 278)",181,278
"(225, 225)",225,225
"(176, 287)",176,287
"(271, 186)",271,186
"(800, 480)",800,480
"(284, 177)",284,177
"(168, 300)",168,300
"(612, 408)",612,408
"(259, 194)",259,194
"(183, 275)",183,275
"(1200, 900)",1200,900
"(275, 183)",275,183
"(612, 408)",612,408
"(1280, 720)",1280,720
"(275, 183)",275,183
"(1200, 628)",1200,628
"(612, 408)",612,408
"(350, 663)",350,663
"(2048, 1365)",2048,1365
"(1000, 667)",1000,667
"(275, 183)",275,183
"(338, 451)",338,451
"(1000, 667)",1000,667
"(275, 183)",275,183
"(183, 275)",183,275
"(612, 311)",612,311
"(275, 183)",275,183
"(194, 259)",194,259
"(300, 168)",300,168
"(212, 238)",212,238
"(389, 280)",389,280
"(1680, 1050)",1680,1050
"(275, 183)",275,183
"(195, 259)",195,259
"(281, 179)",281,179
"(275, 183)",275,183
"(480, 267)",480,267
"(183, 275)",183,275
"(236, 419)",236,419
"(350, 572)",350,572
"(427, 118)",427,118
"(300, 168)",300,168
"(183, 275)",183,275
"(300, 168)",300,168
"(225, 225)",225,225
"(183, 275)",183,275
"(339, 509)",339,509
"(301, 167)",301,167
"(1080, 1080)",1080,1080
"(275, 183)",275,183
"(275, 183)",275,183
"(301, 167)",301,167
"(227, 340)",227,340
"(1440, 900)",1440,900
"(275, 183)",275,183
"(1000, 1778)",1000,1778
"(275, 183)",275,183
"(1080, 1920)",1080,1920
"(800, 1200)",800,1200
"(208, 242)",208,242
"(1600, 1291)",1600,1291
"(401, 125)",401,125
"(750, 350)",750,350
"(265, 190)",265,190
"(201, 251)",201,251
"(300, 168)",300,168
"(301, 167)",301,167
"(275, 183)",275,183
"(764, 510)",764,510
"(1000, 1500)",1000,1500
"(453, 340)",453,340
"(276, 183)",276,183
"(283, 178)",283,178
"(1024, 760)",1024,760
"(224, 224)",224,224
"(216, 233)",216,233
"(612, 612)",612,612
"(168, 300)",168,300
"(190, 266)",190,266
"(275, 183)",275,183
"(278, 181)",278,181
"(1600, 1167)",1600,1167
"(800, 360)",800,360
"(190, 266)",190,266
"(406, 124)",406,124
"(175, 288)",175,288
"(407, 612)",407,612
"(275, 184)",275,184
"(168, 300)",168,300
"(310, 163)",310,163
"(612, 608)",612,608
"(1500, 1000)",1500,1000
"(320, 256)",320,256
"(275, 183)",275,183
"(225, 225)",225,225
"(607, 612)",607,612
"(232, 217)",232,217
"(510, 340)",510,340
"(270, 187)",270,187
"(800, 498)",800,498
"(910, 1365)",910,1365
"(275, 183)",275,183
"(419, 626)",419,626
"(1080, 1920)",1080,1920
"(310, 162)",310,162
"(183, 275)",183,275
"(459, 612)",459,612
"(229, 220)",229,220
"(375, 233)",375,233
"(300, 168)",300,168
"(800, 571)",800,571
"(500, 500)",500,500
"(225, 225)",225,225
"(544, 340)",544,340
"(600, 360)",600,360
"(236, 214)",236,214
"(626, 417)",626,417
"(201, 251)",201,251
"(183, 275)",183,275
"(260, 360)",260,360
"(154, 326)",154,326
"(274, 184)",274,184
"(300, 168)",300,168
"(300, 168)",300,168
"(225, 225)",225,225
"(225, 300)",225,300
"(286, 176)",286,176
"(168, 300)",168,300
"(510, 340)",510,340
"(186, 271)",186,271
"(275, 183)",275,183
"(275, 183)",275,183
"(276, 183)",276,183
"(800, 800)",800,800
"(225, 225)",225,225
"(275, 183)",275,183
"(1501, 623)",1501,623
"(612, 408)",612,408
"(259, 194)",259,194
"(800, 800)",800,800
"(275, 183)",275,183
"(580, 784)",580,784
"(264, 191)",264,191
"(236, 419)",236,419
"(154, 327)",154,327
"(275, 183)",275,183
"(275, 183)",275,183
"(275, 183)",275,183
"(217, 232)",217,232
"(275, 183)",275,183
"(3000, 4000)",3000,4000
"(612, 534)",612,534
"(398, 612)",398,612
"(300, 168)",300,168
"(221, 228)",221,228
"(183, 275)",183,275
"(236, 296)",236,296
"(275, 183)",275,183
"(284, 177)",284,177
"(183, 275)",183,275
"(176, 286)",176,286
"(235, 336)",235,336
"(616, 411)",616,411
"(221, 228)",221,228
"(1080, 898)",1080,898
"(347, 280)",347,280
"(284, 177)",284,177
"(225, 225)",225,225
"(275, 183)",275,183
"(275, 184)",275,184
"(259, 194)",259,194
"(324, 155)",324,155
"(1421, 1066)",1421,1066
"(168, 300)",168,300
"(168, 299)",168,299
"(275, 183)",275,183
"(259, 194)",259,194
"(1440, 900)",1440,900
"(1200, 675)",1200,675
"(510, 340)",510,340
"(225, 225)",225,225
"(279, 181)",279,181
"(201, 251)",201,251
"(193, 261)",193,261
"(276, 183)",276,183
"(630, 315)",630,315
"(310, 163)",310,163
"(1200, 675)",1200,675
"(509, 339)",509,339
"(265, 190)",265,190
"(800, 1000)",800,1000
"(275, 183)",275,183
"(1920, 1200)",1920,1200
"(1080, 1080)",1080,1080
"(207, 243)",207,243
"(159, 317)",159,317
"(328, 154)",328,154
"(300, 168)",300,168
"(510, 340)",510,340
"(350, 525)",350,525
"(416, 260)",416,260
"(600, 400)",600,400
"(612, 408)",612,408
"(201, 251)",201,251
"(275, 183)",275,183
"(284, 177)",284,177
"(225, 225)",225,225
"(600, 600)",600,600
"(1200, 901)",1200,901
"(1600, 900)",1600,900
"(225, 225)",225,225
"(194, 259)",194,259
"(1000, 563)",1000,563
"(183, 275)",183,275
"(300, 168)",300,168
"(612, 408)",612,408
"(770, 510)",770,510
"(224, 225)",224,225
"(300, 168)",300,168
"(275, 183)",275,183
"(225, 225)",225,225
"(225, 225)",225,225
"(800, 1163)",800,1163
"(183, 275)",183,275
"(284, 177)",284,177
"(275, 183)",275,183
"(201, 251)",201,251
"(1200, 667)",1200,667
"(183, 275)",183,275
"(183, 275)",183,275
"(510, 340)",510,340
"(270, 187)",270,187
"(275, 183)",275,183
"(1024, 1024)",1024,1024
"(800, 800)",800,800
"(275, 183)",275,183
"(1000, 1500)",1000,1500
"(1200, 900)",1200,900
"(275, 183)",275,183
"(800, 1120)",800,1120
"(234, 216)",234,216
"(275, 183)",275,183
"(800, 1201)",800,1201
"(540, 360)",540,360
"(1000, 750)",1000,750
"(1600, 1200)",1600,1200
"(301, 167)",301,167
"(183, 275)",183,275
"(980, 980)",980,980
"(728, 410)",728,410
"(728, 1092)",728,1092
"(275, 183)",275,183
"(966, 644)",966,644
"(278, 181)",278,181
"(236, 419)",236,419
"(275, 183)",275,183
"(275, 183)",275,183
"(225, 225)",225,225
"(427, 640)",427,640
"(497, 340)",497,340
"(900, 550)",900,550
"(1146, 1146)",1146,1146
"(263, 192)",263,192
"(224, 225)",224,225
"(275, 183)",275,183
"(194, 259)",194,259
"(618, 280)",618,280
"(275, 183)",275,183
"(203, 249)",203,249
"(640, 445)",640,445
"(260, 280)",260,280
"(275, 183)",275,183
"(1200, 1200)",1200,1200
"(284, 177)",284,177
"(284, 177)",284,177
"(300, 168)",300,168
"(183, 275)",183,275
"(510, 340)",510,340
"(235, 410)",235,410
"(275, 183)",275,183
"(728, 455)",728,455
"(275, 183)",275,183
"(391, 280)",391,280
"(300, 168)",300,168
"(300, 168)",300,168
"(350, 350)",350,350
"(215, 235)",215,235
"(1080, 1080)",1080,1080
"(259, 194)",259,194
"(2730, 4096)",2730,4096
"(400, 400)",400,400
"(183, 275)",183,275
"(318, 159)",318,159
"(275, 183)",275,183
"(576, 720)",576,720
"(275, 183)",275,183
"(1920, 1280)",1920,1280
"(287, 175)",287,175
"(1280, 720)",1280,720
"(720, 1280)",720,1280
"(800, 1422)",800,1422
"(310, 163)",310,163
"(183, 275)",183,275
"(183, 275)",183,275
"(360, 360)",360,360
"(275, 183)",275,183
"(234, 215)",234,215
"(275, 183)",275,183
"(251, 201)",251,201
"(299, 168)",299,168
"(225, 225)",225,225
"(315, 160)",315,160
"(275, 183)",275,183
"(275, 183)",275,183
"(183, 275)",183,275
"(390, 260)",390,260
"(382, 360)",382,360
"(1300, 1090)",1300,1090
"(290, 174)",290,174
"(275, 183)",275,183
"(275, 183)",275,183
"(168, 299)",168,299
"(612, 408)",612,408
"(280, 498)",280,498
"(259, 194)",259,194
"(273, 184)",273,184
"(800, 532)",800,532
"(183, 275)",183,275
"(272, 185)",272,185
"(800, 533)",800,533
"(480, 559)",480,559
"(1366, 768)",1366,768
"(300, 400)",300,400
"(240, 210)",240,210
"(314, 320)",314,320
"(800, 1200)",800,1200
"(225, 225)",225,225
"(800, 533)",800,533
"(193, 261)",193,261
"(259, 194)",259,194
"(300, 168)",300,168
"(1366, 1366)",1366,1366
"(630, 420)",630,420
"(183, 275)",183,275
"(800, 533)",800,533
"(168, 300)",168,300
"(275, 183)",275,183
"(240, 210)",240,210
"(236, 353)",236,353
"(259, 194)",259,194
"(202, 250)",202,250
"(183, 275)",183,275
"(180, 280)",180,280
"(259, 194)",259,194
"(1600, 768)",1600,768
"(200, 355)",200,355
"(612, 399)",612,399
"(284, 177)",284,177
"(300, 168)",300,168
"(157, 320)",157,320
"(225, 225)",225,225
"(208, 242)",208,242
"(612, 407)",612,407
"(254, 198)",254,198
"(168, 300)",168,300
"(284, 177)",284,177
"(160, 316)",160,316
"(279, 180)",279,180
"(194, 259)",194,259
"(180, 279)",180,279
"(800, 400)",800,400
"(1024, 1024)",1024,1024
"(1600, 1476)",1600,1476
"(194, 259)",194,259
"(183, 275)",183,275
"(612, 407)",612,407
"(236, 356)",236,356
"(168, 300)",168,300
"(183, 275)",183,275
"(748, 468)",748,468
"(300, 168)",300,168
"(526, 600)",526,600
"(322, 157)",322,157
"(300, 168)",300,168
"(275, 183)",275,183
"(284, 177)",284,177
"(275, 183)",275,183
"(510, 340)",510,340
"(275, 183)",275,183
"(284, 177)",284,177
"(275, 183)",275,183
"(497, 612)",497,612
"(225, 225)",225,225
"(1920, 1080)",1920,1080
"(1920, 1200)",1920,1200
"(225, 225)",225,225
"(274, 184)",274,184
"(300, 168)",300,168
"(612, 408)",612,408
"(243, 207)",243,207
"(183, 275)",183,275
"(800, 533)",800,533
"(236, 419)",236,419
"(1024, 1024)",1024,1024
"(300, 168)",300,168
"(263, 192)",263,192
"(305, 165)",305,165
"(168, 300)",168,300
"(278, 181)",278,181
"(1200, 800)",1200,800
"(800, 534)",800,534
"(259, 194)",259,194
"(300, 168)",300,168
"(360, 360)",360,360
"(1000, 1500)",1000,1500
"(275, 183)",275,183
"(318, 159)",318,159
"(275, 183)",275,183
"(275, 183)",275,183
"(276, 183)",276,183
"(1000, 1333)",1000,1333
"(510, 340)",510,340
"(612, 612)",612,612
"(300, 168)",300,168
"(282, 179)",282,179
"(152, 331)",152,331
"(275, 183)",275,183
"(612, 406)",612,406
"(284, 177)",284,177
"(160, 314)",160,314
"(920, 472)",920,472
"(1300, 990)",1300,990
"(275, 183)",275,183
"(225, 225)",225,225
"(201, 251)",201,251
"(183, 275)",183,275
"(257, 196)",257,196
"(264, 191)",264,191
"(275, 183)",275,183
"(276, 183)",276,183
"(250, 202)",250,202
"(216, 233)",216,233
"(194, 259)",194,259
"(236, 419)",236,419
"(284, 177)",284,177
"(275, 183)",275,183
"(338, 149)",338,149
"(540, 360)",540,360
"(244, 206)",244,206
"(183, 275)",183,275
"(533, 421)",533,421
"(250, 250)",250,250
"(183, 275)",183,275
"(903, 280)",903,280
"(275, 183)",275,183
"(265, 190)",265,190
"(168, 300)",168,300
"(168, 299)",168,299
"(1200, 823)",1200,823
"(417, 626)",417,626
"(800, 533)",800,533
"(251, 201)",251,201
"(318, 159)",318,159
"(1000, 750)",1000,750
"(275, 183)",275,183
"(170, 296)",170,296
"(259, 195)",259,195
"(1920, 1080)",1920,1080
"(259, 194)",259,194
"(300, 168)",300,168
"(259, 194)",259,194
"(2100, 1400)",2100,1400
"(800, 533)",800,533
"(275, 183)",275,183
"(236, 416)",236,416
"(612, 408)",612,408
"(259, 194)",259,194
"(2560, 1600)",2560,1600
"(169, 298)",169,298
"(300, 168)",300,168
"(1500, 1000)",1500,1000
"(225, 225)",225,225
"(224, 224)",224,224
"(183, 275)",183,275
"(275, 183)",275,183
"(232, 217)",232,217
"(168, 300)",168,300
"(800, 500)",800,500
"(780, 585)",780,585
"(275, 183)",275,183
"(251, 201)",251,201
"(183, 275)",183,275
"(300, 168)",300,168
"(275, 183)",275,183
"(201, 251)",201,251
"(225, 225)",225,225
"(275, 183)",275,183
"(512, 512)",512,512
"(612, 348)",612,348
"(275, 183)",275,183
"(297, 170)",297,170
"(225, 225)",225,225
"(149, 338)",149,338
"(225, 225)",225,225
"(612, 408)",612,408
"(2560, 1600)",2560,1600
"(284, 177)",284,177
"(275, 183)",275,183
"(201, 251)",201,251
"(1080, 608)",1080,608
"(284, 177)",284,177
"(168, 300)",168,300
"(236, 354)",236,354
"(184, 275)",184,275
"(612, 274)",612,274
"(275, 183)",275,183
"(259, 194)",259,194
"(800, 554)",800,554
"(612, 283)",612,283
"(275, 183)",275,183
"(156, 322)",156,322
"(520, 280)",520,280
"(284, 177)",284,177
"(375, 134)",375,134
"(539, 360)",539,360
"(255, 197)",255,197
"(453, 340)",453,340
"(314, 161)",314,161
"(613, 340)",613,340
"(201, 251)",201,251
"(1080, 1440)",1080,1440
"(243, 207)",243,207
"(1024, 768)",1024,768
"(225, 225)",225,225
"(168, 299)",168,299
"(500, 500)",500,500
"(259, 194)",259,194
"(183, 275)",183,275
"(256, 197)",256,197
"(463, 280)",463,280
"(232, 340)",232,340
"(298, 169)",298,169
"(1920, 1280)",1920,1280
"(275, 183)",275,183
"(512, 512)",512,512
"(284, 177)",284,177
"(480, 360)",480,360
"(204, 247)",204,247
"(725, 377)",725,377
"(360, 360)",360,360
"(404, 125)",404,125
"(800, 533)",800,533
"(350, 525)",350,525
"(187, 416)",187,416
"(300, 168)",300,168
"(286, 176)",286,176
"(284, 178)",284,178
"(168, 299)",168,299
"(200, 355)",200,355
"(299, 168)",299,168
"(275, 183)",275,183
"(275, 183)",275,183
"(268, 188)",268,188
"(800, 532)",800,532
"(1920, 1080)",1920,1080
"(236, 419)",236,419
"(291, 173)",291,173
"(194, 280)",194,280
"(940, 788)",940,788
"(225, 225)",225,225
"(1000, 750)",1000,750
"(275, 184)",275,184
"(153, 329)",153,329
"(612, 408)",612,408
"(510, 340)",510,340
"(2000, 1333)",2000,1333
"(300, 168)",300,168
"(284, 177)",284,177
"(500, 333)",500,333
"(612, 408)",612,408
"(389, 280)",389,280
"(626, 417)",626,417
"(600, 600)",600,600
"(300, 168)",300,168
"(4272, 2848)",4272,2848
"(1000, 1506)",1000,1506
"(1080, 1440)",1080,1440
"(1024, 768)",1024,768
"(4987, 2799)",4987,2799
"(1280, 640)",1280,640
"(416, 416)",416,416
"(612, 476)",612,476
"(302, 167)",302,167
"(183, 275)",183,275
"(509, 339)",509,339
"(275, 183)",275,183
"(415, 414)",415,414
"(221, 228)",221,228
"(194, 259)",194,259
"(200, 252)",200,252
"(200, 200)",200,200
"(183, 275)",183,275
"(275, 183)",275,183
"(190, 266)",190,266
"(607, 405)",607,405
"(232, 217)",232,217
"(325, 280)",325,280
"(850, 1841)",850,1841
"(300, 168)",300,168
"(300, 168)",300,168
"(260, 280)",260,280
"(1200, 800)",1200,800
"(262, 192)",262,192
"(311, 162)",311,162
"(612, 408)",612,408
"(202, 249)",202,249
"(300, 168)",300,168
"(500, 500)",500,500
"(277, 182)",277,182
"(168, 300)",168,300
"(1365, 2000)",1365,2000
"(728, 546)",728,546
"(3284, 4152)",3284,4152
"(800, 1066)",800,1066
"(289, 174)",289,174
"(160, 315)",160,315
"(1024, 768)",1024,768
"(197, 255)",197,255
"(1920, 1200)",1920,1200
"(226, 223)",226,223
"(300, 168)",300,168
"(224, 224)",224,224
"(227, 340)",227,340
"(265, 190)",265,190
"(236, 354)",236,354
"(1920, 1280)",1920,1280
"(448, 448)",448,448
"(275, 183)",275,183
"(1600, 1200)",1600,1200
"(284, 177)",284,177
"(183, 275)",183,275
"(390, 280)",390,280
"(509, 340)",509,340
"(150, 335)",150,335
"(199, 253)",199,253
"(275, 183)",275,183
"(1080, 1440)",1080,1440
"(284, 177)",284,177
"(300, 168)",300,168
"(800, 533)",800,533
"(259, 194)",259,194
"(225, 225)",225,225
"(225, 225)",225,225
"(275, 183)",275,183
"(1200, 900)",1200,900
"(284, 177)",284,177
"(183, 276)",183,276
"(584, 360)",584,360
"(225, 225)",225,225
"(178, 282)",178,282
"(275, 183)",275,183
"(600, 340)",600,340
"(275, 183)",275,183
"(275, 183)",275,183
"(510, 340)",510,340
"(284, 177)",284,177
"(174, 290)",174,290
"(194, 259)",194,259
"(275, 183)",275,183
"(300, 168)",300,168
"(1000, 1500)",1000,1500
"(425, 626)",425,626
"(242, 208)",242,208
"(298, 169)",298,169
"(168, 299)",168,299
"(800, 533)",800,533
"(426, 710)",426,710
"(225, 225)",225,225
"(480, 480)",480,480
"(300, 168)",300,168
"(1200, 1807)",1200,1807
"(284, 177)",284,177
"(284, 177)",284,177
"(1920, 1200)",1920,1200
"(400, 200)",400,200
"(612, 363)",612,363
"(607, 405)",607,405
"(275, 183)",275,183
"(275, 183)",275,183
"(275, 183)",275,183
"(300, 168)",300,168
"(1920, 1200)",1920,1200
"(1400, 788)",1400,788
"(612, 344)",612,344
"(275, 183)",275,183
"(284, 177)",284,177
"(216, 233)",216,233
"(284, 177)",284,177
"(223, 226)",223,226
"(800, 575)",800,575
"(398, 280)",398,280
"(156, 322)",156,322
"(2040, 1340)",2040,1340
"(347, 145)",347,145
"(275, 183)",275,183
"(278, 181)",278,181
"(275, 183)",275,183
"(280, 180)",280,180
"(276, 183)",276,183
"(260, 194)",260,194
"(284, 177)",284,177
"(276, 183)",276,183
"(699, 466)",699,466
"(275, 183)",275,183
"(1600, 900)",1600,900
"(940, 788)",940,788
"(194, 259)",194,259
"(183, 276)",183,276
"(183, 275)",183,275
"(2000, 1617)",2000,1617
"(183, 275)",183,275
"(300, 168)",300,168
"(453, 340)",453,340
"(612, 612)",612,612
"(300, 168)",300,168
"(1200, 1200)",1200,1200
"(200, 150)",200,150
"(259, 194)",259,194
"(284, 177)",284,177
"(680, 340)",680,340
"(720, 1280)",720,1280
"(259, 194)",259,194
"(224, 224)",224,224
"(267, 189)",267,189
"(168, 300)",168,300
"(800, 543)",800,543
"(275, 183)",275,183
"(355, 142)",355,142
"(529, 340)",529,340
"(265, 190)",265,190
"(190, 266)",190,266
"(300, 168)",300,168
"(275, 183)",275,183
"(284, 177)",284,177
"(284, 177)",284,177
"(245, 206)",245,206
"(800, 1440)",800,1440
"(187, 270)",187,270
"(608, 405)",608,405
"(533, 300)",533,300
"(225, 225)",225,225
"(236, 485)",236,485
"(602, 900)",602,900
"(275, 183)",275,183
"(678, 453)",678,453
"(510, 340)",510,340
"(275, 183)",275,183
"(1680, 1050)",1680,1050
"(500, 625)",500,625
"(183, 275)",183,275
"(275, 183)",275,183
"(251, 201)",251,201
"(511, 340)",511,340
"(275, 183)",275,183
"(800, 533)",800,533
"(920, 1078)",920,1078
"(284, 177)",284,177
"(231, 219)",231,219
"(612, 388)",612,388
"(490, 612)",490,612
"(225, 225)",225,225
"(284, 177)",284,177
"(284, 177)",284,177
"(600, 320)",600,320
"(300, 168)",300,168
"(259, 194)",259,194
"(244, 206)",244,206
"(3840, 2160)",3840,2160
"(179, 282)",179,282
"(168, 300)",168,300
"(275, 183)",275,183
"(194, 259)",194,259
"(284, 177)",284,177
"(275, 183)",275,183
"(225, 225)",225,225
"(550, 550)",550,550
"(284, 177)",284,177
"(612, 166)",612,166
"(364, 280)",364,280
"(1600, 1171)",1600,1171
"(225, 225)",225,225
"(266, 189)",266,189
"(284, 177)",284,177
"(275, 183)",275,183
"(312, 162)",312,162
"(225, 225)",225,225
"(1200, 1600)",1200,1600
"(1920, 1080)",1920,1080
"(300, 168)",300,168
"(800, 543)",800,543
"(275, 183)",275,183
"(728, 410)",728,410
"(284, 177)",284,177
"(593, 612)",593,612
"(265, 190)",265,190
"(608, 406)",608,406
"(284, 177)",284,177
"(284, 177)",284,177
"(225, 225)",225,225
"(1200, 1022)",1200,1022
"(300, 168)",300,168
"(626, 417)",626,417
"(600, 449)",600,449
"(1600, 900)",1600,900
"(207, 243)",207,243
"(275, 183)",275,183
"(280, 180)",280,180
"(299, 168)",299,168
"(275, 183)",275,183
"(199, 253)",199,253
"(728, 410)",728,410
"(275, 183)",275,183
"(257, 196)",257,196
"(299, 168)",299,168
"(260, 194)",260,194
"(1482, 1600)",1482,1600
"(275, 183)",275,183
"(275, 183)",275,183
"(406, 612)",406,612
"(850, 1273)",850,1273
"(275, 183)",275,183
"(152, 331)",152,331
"(3053, 4579)",3053,4579
"(820, 1429)",820,1429
"(225, 225)",225,225
"(265, 190)",265,190
"(1920, 1200)",1920,1200
"(194, 259)",194,259
"(231, 280)",231,280
"(168, 300)",168,300
"(236, 419)",236,419
"(276, 183)",276,183
"(277, 182)",277,182
"(183, 275)",183,275
"(245, 206)",245,206
"(225, 225)",225,225
"(2560, 1600)",2560,1600
"(255, 198)",255,198
"(1000, 1499)",1000,1499
"(275, 183)",275,183
"(1200, 1197)",1200,1197
"(3000, 1200)",3000,1200
"(900, 909)",900,909
"(265, 190)",265,190
"(800, 524)",800,524
"(275, 183)",275,183
"(284, 177)",284,177
"(320, 320)",320,320
"(700, 700)",700,700
"(275, 183)",275,183
"(254, 199)",254,199
"(275, 183)",275,183
"(279, 180)",279,180
